invandrare,ålder,inkomst,region,label
0,23,49804,1,höger
0,58,27796,1,vänster
0,27,45238,1,vänster
1,27,46070,1,höger
0,50,76681,1,höger
0,87,29816,0,höger
0,19,45664,1,vänster
0,44,46193,1,vänster
0,77,22625,1,höger
0,21,46574,1,vänster
0,19,50773,1,vänster
0,86,49532,1,höger
1,35,64280,1,vänster
0,68,24551,0,höger
0,42,49500,1,vänster
1,80,40991,1,vänster
0,85,26779,1,vänster
0,38,22406,0,vänster
0,67,42292,0,höger
0,78,47087,1,höger
0,76,29779,1,höger
0,80,52004,1,höger
0,76,31615,1,vänster
1,73,58466,1,höger
0,68,35170,0,höger
0,81,52239,1,höger
0,31,57533,1,vänster
1,21,67956,1,vänster
0,69,30862,0,höger
0,77,26241,1,vänster
0,74,32510,1,höger
1,19,23763,0,vänster
0,22,34021,0,vänster
0,31,39694,1,vänster
1,66,49599,0,höger
0,19,26622,1,vänster
0,30,41707,0,vänster
1,59,53393,1,vänster
0,68,24597,0,höger
0,58,36236,1,vänster
0,53,30201,0,höger
0,31,34736,0,vänster
1,59,47380,0,vänster
0,58,36575,0,höger
1,75,49047,1,höger
0,33,75964,1,höger
0,25,44317,1,höger
0,74,28495,0,höger
0,23,58971,1,vänster
0,49,38237,0,vänster
0,84,42966,1,höger
1,36,25032,0,vänster
0,44,30580,1,vänster
0,54,49982,0,höger
0,64,32000,1,höger
0,79,28395,1,höger
0,56,15326,0,höger
0,66,32297,0,höger
0,43,44417,1,höger
0,65,80777,1,höger
0,80,30212,0,höger
0,79,70670,1,höger
0,36,41083,1,vänster
0,38,67394,1,vänster
0,68,23153,0,höger
0,66,57955,0,höger
0,29,54007,1,vänster
0,68,32679,0,höger
0,71,60946,1,höger
0,43,44427,1,vänster
0,45,53749,1,vänster
0,31,24745,0,höger
0,53,42875,1,vänster
0,23,44907,1,vänster
0,52,32072,0,höger
0,58,30411,0,höger
0,60,22965,0,höger
1,85,80134,1,vänster
0,78,33977,1,vänster
0,74,42935,1,höger
0,62,38538,1,vänster
0,82,44300,1,vänster
0,88,27108,0,höger
0,49,66742,1,höger
1,73,27750,0,vänster
0,33,65687,0,vänster
0,60,38940,0,höger
0,66,31276,0,höger
0,55,31782,1,vänster
0,18,47147,1,höger
0,72,35205,1,höger
0,46,25600,1,höger
0,46,41734,1,vänster
0,22,41676,0,vänster
0,81,54229,1,höger
0,46,22560,0,höger
0,38,34318,0,höger
0,68,52757,1,höger
0,88,55624,1,höger
0,38,30717,0,höger
0,44,74247,1,vänster
0,36,38151,1,vänster
0,33,41013,0,vänster
0,22,40889,1,vänster
0,40,25776,0,höger
0,66,50661,1,höger
1,28,103591,1,vänster
0,79,85387,1,vänster
1,79,39085,0,vänster
0,86,47400,1,höger
0,80,66268,1,höger
0,44,43974,0,höger
0,41,42521,1,vänster
0,29,58894,0,höger
0,87,34771,1,vänster
0,63,33536,0,höger
0,23,34734,1,vänster
0,45,20062,0,höger
0,88,22614,1,höger
0,72,25108,0,höger
0,52,38038,0,höger
0,38,42727,1,vänster
0,27,46848,1,höger
1,60,28263,0,vänster
0,46,23034,1,vänster
0,85,46871,1,vänster
0,30,29695,0,höger
0,69,44748,1,höger
1,66,37522,0,vänster
0,76,44430,1,höger
0,47,41164,1,vänster
0,29,47033,1,vänster
0,72,32722,0,höger
1,19,50633,0,höger
0,49,36879,0,höger
0,85,24137,0,höger
1,63,30493,0,höger
0,49,25748,0,höger
0,18,34641,0,höger
0,22,31763,0,vänster
1,62,24539,0,vänster
1,83,17730,0,vänster
1,50,40864,1,vänster
0,31,38846,0,höger
1,73,32896,1,vänster
0,22,32294,1,vänster
0,52,43831,1,vänster
0,69,41417,1,höger
1,20,49355,1,vänster
0,19,35425,1,vänster
0,49,38920,0,höger
0,49,30307,0,höger
0,31,32915,0,vänster
0,47,41166,1,vänster
1,36,47587,1,vänster
0,47,42479,1,vänster
0,24,37194,1,vänster
0,24,38676,1,vänster
0,30,33950,1,vänster
0,88,23221,0,höger
0,85,26448,0,höger
1,33,55044,1,vänster
0,30,46115,1,höger
0,37,30439,1,höger
0,89,50510,0,höger
1,71,34478,1,höger
0,55,52927,1,höger
0,86,41959,0,höger
0,69,36528,0,vänster
0,82,33577,0,höger
0,52,46705,0,höger
0,44,48606,1,höger
1,88,33045,1,vänster
1,31,22252,0,vänster
0,44,26123,0,höger
0,37,55429,1,höger
1,79,35791,1,vänster
0,41,23875,0,höger
0,26,41186,1,vänster
0,35,52373,0,höger
0,20,54310,1,vänster
0,19,23583,0,höger
0,79,26319,0,höger
0,87,54112,1,höger
0,83,26527,0,höger
0,67,19303,0,höger
0,54,47669,1,vänster
0,37,46248,1,höger
0,37,44332,0,höger
0,81,37698,0,höger
1,37,25616,0,höger
0,26,38340,1,vänster
1,59,24086,0,vänster
0,70,36140,0,höger
0,49,47038,1,höger
0,28,29402,0,höger
0,46,75128,0,höger
0,35,19515,1,vänster
1,35,50283,1,vänster
0,24,36515,0,höger
0,38,40932,1,vänster
0,37,32173,0,höger
0,56,55256,1,höger
1,25,32925,0,vänster
0,76,32986,0,höger
0,84,41859,1,höger
0,89,31601,0,höger
1,65,26753,0,vänster
1,60,34173,1,vänster
0,57,37956,1,vänster
0,23,20770,0,höger
1,68,21853,0,vänster
0,30,60520,1,vänster
1,77,36758,1,vänster
0,36,34066,0,höger
0,34,26047,1,höger
0,67,79264,1,höger
1,57,34263,1,vänster
0,29,54964,1,vänster
0,74,25682,0,höger
0,23,36380,1,höger
0,83,50683,0,höger
0,82,56935,1,höger
0,90,30236,1,höger
0,29,42735,1,vänster
1,31,25114,0,vänster
0,80,51511,1,höger
0,36,29393,0,höger
0,66,56727,1,höger
1,53,30191,1,vänster
0,85,57784,1,vänster
0,56,38467,1,vänster
0,38,21284,0,höger
0,43,56412,1,höger
0,58,44336,1,vänster
0,18,41081,0,höger
0,22,69810,1,höger
0,62,26128,1,höger
0,65,33172,0,höger
0,70,60705,1,höger
0,60,32489,1,vänster
0,66,58340,1,höger
0,30,40335,0,höger
0,81,38688,0,höger
0,82,22132,0,höger
0,66,29803,1,höger
0,68,40591,1,höger
0,71,34337,0,vänster
0,39,54492,0,höger
1,67,33471,0,höger
1,34,61975,1,vänster
0,88,39834,1,höger
1,19,34808,0,vänster
1,66,61814,1,höger
1,46,45513,1,vänster
0,24,53135,1,höger
1,76,25235,0,vänster
1,64,27038,0,vänster
0,70,52292,1,höger
0,41,85057,1,vänster
0,22,38866,1,vänster
1,84,45131,0,höger
1,20,53252,1,vänster
1,35,34679,1,vänster
0,62,38993,0,höger
0,42,46986,1,höger
0,80,41224,1,höger
1,67,47045,1,vänster
0,26,35253,1,höger
0,85,27846,1,höger
0,27,40847,1,vänster
0,60,46844,1,höger
0,26,49922,1,vänster
0,27,43316,0,vänster
0,58,27213,1,vänster
1,75,38025,1,vänster
0,54,63997,1,vänster
1,69,46114,1,vänster
0,20,52521,1,vänster
0,58,31119,1,höger
0,81,26952,0,höger
1,31,72180,0,vänster
0,29,62938,1,vänster
0,24,52887,1,höger
0,27,72772,1,höger
0,76,39481,1,vänster
0,70,40587,0,höger
0,53,52245,1,vänster
0,55,19212,0,höger
0,27,44189,1,vänster
0,77,26655,0,höger
0,58,26717,0,vänster
1,82,39548,1,vänster
0,26,33993,1,vänster
0,31,52175,1,vänster
1,73,40158,1,vänster
0,74,23662,1,höger
0,69,32423,1,höger
0,31,22473,0,vänster
0,69,58967,1,höger
0,44,33246,1,vänster
0,79,64754,0,höger
1,26,37453,1,vänster
0,20,38543,1,vänster
0,19,32554,0,vänster
0,55,33463,0,höger
1,30,57018,1,vänster
0,80,38891,1,höger
0,60,59714,0,höger
0,20,41641,1,vänster
0,63,25800,1,vänster
0,42,30264,0,höger
0,87,15826,0,höger
0,60,39768,1,vänster
0,61,39851,0,höger
1,36,54309,1,vänster
0,54,36086,1,vänster
1,80,39632,1,vänster
1,50,45541,1,höger
0,36,21183,0,höger
1,46,60861,1,vänster
0,30,61458,0,höger
1,73,25522,0,vänster
1,88,38087,1,vänster
0,77,25622,1,höger
0,58,51959,1,höger
0,77,42164,1,höger
0,35,28094,0,höger
0,34,16634,0,höger
0,24,26061,1,vänster
0,90,40190,1,höger
0,24,33600,0,höger
0,35,85201,1,höger
0,18,36058,0,vänster
1,37,23449,0,vänster
1,33,43872,1,vänster
0,87,49531,1,höger
1,20,73904,1,vänster
1,87,43691,1,vänster
0,53,50088,1,vänster
0,72,38749,1,höger
1,74,41621,1,vänster
0,38,65723,1,höger
0,26,25432,1,vänster
0,76,41711,0,höger
0,79,42384,1,höger
0,82,33441,0,höger
0,69,28566,1,vänster
0,78,23256,1,vänster
1,40,42989,0,höger
0,21,23007,0,höger
0,43,43686,1,vänster
0,38,47790,1,höger
0,30,38939,1,vänster
0,27,57849,1,vänster
0,82,51399,1,höger
1,26,76616,1,vänster
0,30,30602,1,vänster
0,46,15770,0,höger
0,38,18011,0,vänster
0,82,51197,1,höger
0,51,20223,0,höger
0,25,48880,1,vänster
0,48,65168,1,höger
0,22,29624,1,vänster
0,79,28458,0,höger
1,82,37897,1,vänster
0,25,53769,1,höger
0,66,45217,0,höger
0,73,33983,0,höger
1,65,37861,1,vänster
0,86,66463,0,höger
1,34,37271,1,vänster
0,34,32384,0,höger
1,50,18048,0,vänster
0,74,22939,0,höger
0,52,45496,1,höger
0,80,36731,1,vänster
0,47,45850,1,höger
1,48,38745,0,höger
1,81,23506,0,höger
1,67,61306,1,vänster
1,44,53518,1,vänster
0,21,41365,0,höger
0,51,41150,0,höger
0,72,49671,0,höger
0,54,53646,0,höger
0,38,21701,0,höger
0,49,24690,0,vänster
0,50,52850,0,höger
1,90,31750,0,vänster
0,89,32372,1,höger
0,26,23791,1,vänster
0,40,47483,1,vänster
1,22,44649,1,vänster
0,51,51871,0,höger
1,48,29230,1,vänster
0,65,36939,0,höger
0,54,28296,1,höger
0,78,29392,0,höger
1,21,35221,1,vänster
0,62,27602,0,höger
0,37,32711,1,höger
0,33,33442,0,höger
0,85,39150,1,höger
0,64,53689,1,höger
0,70,37632,1,vänster
0,75,44931,0,höger
0,54,31114,1,höger
0,43,24122,0,höger
0,78,28771,0,höger
0,67,28387,0,höger
0,55,50563,1,höger
0,63,64083,0,höger
0,73,43716,1,vänster
0,83,75683,1,vänster
0,76,41414,1,höger
1,56,26525,1,vänster
0,83,30791,0,höger
1,44,37943,1,vänster
1,54,33107,1,vänster
0,31,36913,0,vänster
0,83,59875,0,höger
0,21,41246,1,vänster
1,76,62357,1,höger
0,53,23009,0,höger
1,46,26619,0,vänster
0,27,18188,0,vänster
0,58,53996,1,höger
0,49,50489,1,höger
1,41,27920,0,vänster
0,45,25922,1,höger
0,40,57925,1,höger
0,85,24972,0,höger
0,55,32342,0,höger
0,46,33391,1,höger
1,77,38094,0,höger
0,80,36892,0,höger
0,45,40987,0,höger
0,69,27578,1,vänster
0,23,39505,1,vänster
0,60,68807,1,vänster
1,66,61551,1,höger
0,43,45976,0,höger
0,55,47517,0,höger
0,22,45412,0,vänster
0,80,55911,1,vänster
0,66,28256,0,höger
1,71,59317,1,vänster
0,68,48259,1,höger
0,83,26382,0,vänster
0,66,47325,1,vänster
0,86,73516,1,höger
1,47,43726,1,vänster
0,36,32592,0,höger
0,90,19481,0,höger
0,61,52107,0,höger
0,80,33025,1,vänster
0,79,52849,1,höger
0,39,67455,1,höger
0,85,59982,1,höger
0,55,44945,0,höger
0,65,24770,0,höger
0,65,34397,1,höger
0,35,55515,1,höger
0,18,25326,1,vänster
0,60,52531,1,vänster
0,62,46824,0,höger
0,72,24086,0,höger
0,43,21841,1,vänster
0,51,20553,0,höger
0,53,47614,0,höger
0,44,35159,1,vänster
0,24,59488,1,höger
0,56,27511,1,vänster
0,57,29166,0,höger
0,45,72585,0,höger
0,33,30961,0,höger
1,64,42132,0,höger
0,42,22065,1,vänster
1,74,29591,1,vänster
0,82,35113,0,höger
0,79,38890,1,höger
0,78,38398,0,höger
0,87,43458,0,höger
1,71,21795,0,höger
0,58,28711,1,vänster
0,58,40556,0,höger
1,69,48928,1,vänster
1,52,42493,1,vänster
1,82,71002,1,vänster
0,33,50172,1,höger
0,77,58729,1,höger
0,20,41009,0,höger
0,28,48265,0,höger
0,34,40419,1,höger
0,90,36852,1,höger
0,74,43775,1,höger
0,84,68013,1,vänster
0,86,55473,0,höger
0,54,55318,1,vänster
1,44,43550,1,vänster
1,41,43193,1,vänster
0,59,59571,0,höger
1,71,17603,1,vänster
1,87,41923,1,vänster
0,69,26666,1,höger
0,23,53539,0,höger
0,52,30904,0,höger
0,85,32706,1,höger
0,29,92514,1,höger
1,36,34201,1,vänster
1,44,51300,1,höger
1,38,42142,1,vänster
0,78,64681,0,höger
1,35,38855,1,vänster
0,72,33906,0,höger
1,40,29172,0,höger
0,68,36366,0,höger
0,61,36064,1,vänster
0,79,68547,1,höger
0,77,23266,0,höger
0,69,21373,0,höger
0,80,39219,0,höger
1,72,53410,1,vänster
0,78,24736,0,höger
0,67,24349,0,höger
0,77,29523,1,höger
0,65,39074,1,höger
1,63,42548,1,vänster
1,32,38152,1,vänster
0,73,27686,0,höger
0,85,21816,0,höger
0,30,42467,1,vänster
0,50,38494,0,vänster
0,51,38200,0,höger
0,24,41683,1,höger
0,53,29298,1,vänster
1,54,42111,1,vänster
0,58,26393,1,vänster
0,54,37111,0,höger
0,78,21081,0,höger
0,74,65399,1,höger
0,69,52282,1,höger
0,44,33709,0,höger
0,37,24133,0,höger
0,20,19791,0,vänster
0,66,34603,0,höger
1,69,29331,0,vänster
0,31,44613,0,höger
0,82,29144,1,höger
0,75,62418,1,höger
1,60,44186,0,vänster
0,71,53986,1,höger
1,82,41076,0,vänster
0,90,43696,0,höger
0,42,23807,0,höger
0,43,32908,1,höger
0,74,32864,0,höger
0,38,50566,1,höger
0,70,21108,0,höger
1,86,26520,0,vänster
1,68,37828,0,höger
0,74,34833,1,vänster
0,32,26018,0,vänster
0,51,48252,1,vänster
0,80,41550,0,höger
0,51,41670,0,höger
1,54,71551,1,vänster
0,90,32000,0,höger
0,34,36859,1,vänster
0,56,29106,1,vänster
0,84,47972,1,höger
0,58,17921,1,vänster
0,85,43731,1,höger
0,44,25636,1,vänster
0,43,34344,1,vänster
0,85,41263,0,höger
1,30,33061,0,vänster
0,28,17759,0,höger
0,50,43398,0,höger
0,52,24271,0,höger
0,26,23946,0,vänster
0,79,48667,1,höger
0,27,30853,1,vänster
0,73,40410,0,höger
0,76,25554,0,höger
0,79,63186,1,vänster
0,49,53985,1,höger
0,41,43505,1,höger
1,73,24288,0,vänster
1,47,44419,1,vänster
0,31,45482,0,höger
1,68,56537,0,höger
1,84,50831,0,höger
0,78,45213,0,höger
0,63,27994,0,höger
1,69,38508,1,vänster
1,76,17720,0,vänster
0,66,46218,1,höger
0,82,38790,1,vänster
0,78,38765,0,höger
0,66,30615,1,höger
0,78,54341,1,höger
0,70,56805,0,höger
0,59,40677,0,höger
0,55,68881,0,höger
0,75,25532,0,höger
0,64,61671,1,höger
1,33,26239,0,vänster
0,85,68120,1,höger
0,59,32490,0,höger
0,27,36123,0,höger
0,42,43557,0,höger
0,75,29015,0,höger
0,73,30218,0,höger
0,67,34087,1,höger
0,59,49288,1,vänster
0,63,44575,0,höger
0,30,63594,1,vänster
0,87,36471,1,vänster
0,63,56708,1,höger
1,74,34171,1,vänster
1,84,52059,1,vänster
0,63,28683,0,höger
0,50,39594,1,vänster
0,30,34977,1,höger
1,67,33289,0,vänster
0,22,51053,1,höger
1,84,70682,0,höger
1,32,29962,0,vänster
1,21,29743,1,vänster
0,85,31664,1,höger
1,78,28065,1,vänster
0,18,37328,1,vänster
0,30,35826,1,vänster
1,36,27810,1,vänster
1,56,45517,1,vänster
0,34,40928,1,vänster
0,67,42796,0,höger
0,19,32377,0,höger
0,75,31630,0,höger
0,53,33293,0,höger
0,80,31919,0,höger
0,84,58098,1,höger
1,76,23296,0,vänster
0,88,33014,0,vänster
1,46,16181,0,höger
0,37,33498,0,höger
0,85,24682,1,höger
0,46,39253,0,vänster
0,53,68177,1,höger
0,84,51246,0,höger
1,50,37330,0,vänster
0,26,41878,1,vänster
0,49,32151,1,höger
0,49,29622,0,höger
1,57,64304,1,vänster
0,74,43176,1,vänster
0,52,22168,0,höger
0,39,57481,0,höger
1,64,64866,1,höger
0,73,77816,1,höger
0,50,24134,0,vänster
0,63,33535,1,höger
1,80,45459,0,höger
0,66,48382,1,vänster
0,71,37665,0,höger
0,74,36036,0,höger
0,73,64153,0,höger
0,50,51799,1,vänster
0,59,54387,1,höger
0,88,59035,0,höger
0,29,56706,1,höger
0,47,30376,1,höger
0,43,52855,1,höger
0,64,49375,0,höger
0,89,46166,1,höger
0,27,25359,1,vänster
0,61,21594,1,höger
1,55,49912,0,vänster
0,37,25117,0,vänster
0,46,28927,1,vänster
0,20,32276,0,höger
0,90,31008,1,höger
0,67,42082,0,höger
0,48,45438,1,vänster
0,78,35267,1,höger
0,88,26192,0,höger
0,73,40909,1,höger
0,79,16900,0,vänster
0,21,32252,0,vänster
0,68,41900,1,höger
0,83,20661,0,höger
0,58,47588,0,höger
1,70,39572,0,höger
0,40,40355,0,höger
0,67,28692,0,höger
0,41,33805,1,vänster
1,69,35187,1,vänster
1,75,33343,0,höger
1,65,29806,1,höger
0,90,20063,0,höger
0,37,49473,0,höger
0,40,60536,1,höger
0,33,28012,0,höger
0,41,26322,0,höger
0,61,58065,0,höger
0,75,36621,0,höger
0,80,40868,1,vänster
0,79,34044,0,höger
0,86,65860,1,höger
0,35,41290,1,vänster
1,89,39281,1,vänster
0,54,42310,0,vänster
0,87,39836,1,vänster
1,56,37195,1,vänster
0,83,33500,1,höger
0,45,50301,1,höger
0,19,23093,1,vänster
1,55,20645,1,vänster
0,47,34168,1,höger
0,72,95538,0,höger
0,66,43644,1,höger
0,68,52488,1,höger
1,38,32583,0,vänster
0,50,50177,0,höger
0,51,47092,1,vänster
1,22,33589,1,vänster
0,26,49645,1,höger
1,23,35783,0,vänster
1,19,48520,0,höger
0,25,33897,1,vänster
1,74,36008,1,vänster
0,54,29256,0,höger
0,65,29857,1,höger
0,46,17780,0,vänster
0,67,49799,1,höger
0,80,23494,0,höger
0,36,40845,1,vänster
1,20,39546,1,vänster
0,69,48421,1,höger
0,71,25599,1,höger
0,35,26225,0,höger
1,42,62180,0,höger
0,70,37250,1,vänster
0,87,16035,0,höger
1,45,83194,1,höger
0,73,40043,1,höger
0,90,40117,0,höger
0,37,38921,1,vänster
0,85,65976,0,höger
0,28,40069,1,vänster
0,45,42433,1,höger
1,56,62476,1,vänster
0,70,46823,1,höger
0,49,36875,0,höger
1,66,42002,1,vänster
0,64,34971,0,vänster
0,90,40290,1,höger
0,40,37013,1,vänster
0,43,22628,0,vänster
0,28,75012,1,höger
0,64,25414,0,höger
0,21,36069,1,höger
1,76,29626,0,vänster
0,19,20617,0,vänster
1,52,19903,0,vänster
0,72,58030,1,höger
0,28,27240,0,vänster
1,48,58747,0,vänster
0,76,24269,0,höger
0,25,16147,0,vänster
0,18,50463,1,vänster
0,67,45740,1,höger
0,41,60562,1,vänster
0,74,36540,1,höger
0,27,34650,1,vänster
0,55,33043,0,höger
0,85,87333,1,höger
0,38,30760,1,vänster
0,28,50614,0,höger
0,29,58433,1,vänster
0,58,57291,1,höger
0,80,46631,1,höger
0,69,66166,1,höger
1,67,50052,1,vänster
0,40,60640,1,höger
1,78,40486,1,vänster
0,88,28770,1,höger
0,73,22375,0,höger
0,81,31229,0,höger
0,38,33775,1,höger
0,61,20446,0,höger
0,44,63587,0,höger
0,61,28972,0,höger
1,59,53620,0,höger
0,49,43611,1,höger
0,30,33370,1,höger
0,52,41145,1,vänster
0,36,59263,1,höger
0,79,32422,0,höger
0,43,35123,0,höger
1,82,58488,1,höger
0,19,35218,1,vänster
0,65,51812,1,höger
0,58,37358,1,höger
1,34,36971,1,vänster
1,66,40897,0,höger
0,22,21291,0,vänster
1,83,50888,1,vänster
1,84,50477,1,vänster
0,63,36589,1,höger
0,68,33918,0,höger
0,38,60205,1,höger
0,24,41242,0,vänster
1,47,27529,0,vänster
0,55,60323,1,höger
0,23,44037,1,vänster
0,39,53413,1,vänster
0,65,35106,1,höger
0,51,51566,1,höger
0,83,26905,0,höger
0,44,51663,1,höger
0,45,44295,0,vänster
0,50,40500,1,vänster
0,39,31903,0,höger
0,27,54252,0,höger
0,18,38149,1,vänster
0,42,41420,0,höger
0,20,30882,1,vänster
0,33,52101,0,höger
1,78,35726,1,vänster
1,90,51536,1,höger
1,66,43987,1,höger
0,23,51447,0,vänster
0,52,34073,1,vänster
0,73,59026,0,höger
0,24,31035,1,vänster
0,65,34065,0,höger
0,70,40084,1,höger
0,81,23564,0,höger
1,63,30817,0,höger
0,36,37938,0,höger
1,35,23098,0,vänster
0,84,49424,1,höger
0,60,24690,1,höger
0,68,38636,1,vänster
0,31,48706,1,höger
0,82,31753,0,höger
0,57,33027,1,höger
0,21,38507,1,vänster
0,27,43064,1,vänster
1,56,40189,1,vänster
0,79,39130,0,höger
0,50,46719,0,höger
0,30,66217,1,vänster
0,66,41224,1,höger
0,87,19433,1,höger
0,61,27763,1,höger
0,45,39055,0,höger
1,41,52938,1,vänster
0,24,28729,1,vänster
0,23,39976,1,vänster
1,27,44020,1,vänster
0,66,34065,1,höger
0,81,40073,1,höger
1,90,43901,1,vänster
0,85,27632,0,höger
0,72,52685,1,höger
0,49,20487,0,höger
0,65,20829,0,höger
0,70,28778,1,höger
0,19,55258,1,vänster
1,35,33833,1,vänster
0,45,37499,1,vänster
0,27,29207,1,vänster
0,27,17749,0,höger
0,64,45786,0,höger
0,68,38087,1,höger
0,34,73350,1,höger
0,48,18732,0,vänster
0,21,49741,1,vänster
1,53,40100,1,vänster
0,56,71947,0,höger
0,89,39590,0,höger
0,78,46483,1,vänster
0,54,28600,0,höger
1,57,33534,1,vänster
0,42,41352,0,vänster
0,64,34198,0,höger
1,55,14169,0,vänster
0,41,44241,0,höger
0,76,27099,1,vänster
0,66,52633,0,höger
0,90,50908,1,höger
1,73,34368,1,vänster
1,26,45999,1,vänster
0,72,72810,1,höger
0,53,36952,1,vänster
0,52,29285,0,vänster
0,39,41981,0,höger
0,38,34680,1,vänster
0,76,39417,0,höger
0,67,40524,1,vänster
0,66,53266,1,vänster
0,73,33563,0,höger
0,44,58682,1,höger
0,66,41465,1,höger
0,47,56074,1,vänster
0,26,58079,1,höger
0,75,23603,0,höger
0,64,27687,0,höger
0,85,23392,0,höger
1,38,49655,1,vänster
0,55,33764,1,vänster
1,70,45010,1,vänster
0,40,43117,1,vänster
1,20,17391,0,vänster
0,40,62508,1,höger
0,40,60748,1,vänster
0,83,33031,0,höger
0,39,35678,1,vänster
0,53,40727,1,höger
0,38,38708,0,höger
0,80,28639,0,höger
0,85,52491,1,höger
0,69,33650,0,höger
0,81,40456,1,vänster
0,45,48490,1,höger
0,35,28074,0,höger
0,80,53421,1,höger
0,34,39394,1,vänster
0,73,23570,1,vänster
0,23,50272,0,höger
0,39,45980,1,vänster
0,84,42507,1,höger
0,65,44830,1,höger
0,80,45387,1,höger
0,37,26476,0,höger
0,52,53052,1,höger
0,23,47349,1,höger
0,37,79673,1,höger
1,81,72685,1,vänster
0,65,47513,0,höger
0,60,29046,0,höger
0,84,75300,0,höger
0,52,44787,1,vänster
0,69,57171,1,höger
0,46,33056,0,vänster
0,90,38393,1,vänster
0,73,41623,1,höger
0,60,24345,0,vänster
0,45,58038,1,höger
0,39,50630,1,höger
1,19,30354,1,vänster
0,37,25476,0,höger
0,23,39496,1,vänster
0,28,48268,0,höger
0,80,50679,1,höger
0,54,38558,1,vänster
0,81,36947,0,höger
0,38,43937,0,höger
0,69,78509,1,höger
0,77,46843,1,höger
1,27,38753,1,vänster
0,79,24774,1,vänster
0,44,38081,0,höger
0,62,37524,1,höger
0,59,87602,1,höger
0,58,25107,0,vänster
0,23,22156,0,vänster
0,43,26497,0,höger
0,65,24224,1,höger
0,82,39052,1,höger
1,23,57849,1,vänster
0,76,37985,1,höger
0,71,62039,0,höger
0,58,26205,0,vänster
0,50,63465,1,höger
0,71,88503,1,höger
0,45,50536,1,höger
0,67,26206,0,höger
1,49,40210,0,vänster
0,50,58688,1,höger
0,57,45189,0,höger
1,37,16211,0,vänster
0,32,27030,0,höger
0,86,23745,1,vänster
0,63,64226,1,höger
0,20,24143,0,höger
1,62,36587,1,vänster
0,69,27743,1,vänster
1,47,35018,0,höger
0,65,28012,1,vänster
0,65,24049,0,höger
0,77,70583,1,höger
1,81,37420,0,höger
1,22,36679,0,vänster
1,31,33903,1,vänster
0,37,66834,1,höger
0,21,22951,0,vänster
0,85,45759,0,höger
0,33,20107,1,vänster
0,53,79508,1,höger
0,87,46208,1,höger
0,23,31146,1,vänster
0,18,43312,1,vänster
0,87,59172,1,höger
0,31,38195,0,vänster
0,83,37847,1,vänster
0,42,34465,1,höger
0,67,45399,1,höger
0,54,79107,1,vänster
0,50,30857,0,höger
0,34,51521,0,höger
0,49,73146,1,höger
0,32,45363,0,höger
0,19,37891,1,vänster
1,65,38434,1,vänster
0,74,42256,0,höger
0,49,68754,1,höger
0,73,28376,1,höger
0,36,20585,1,vänster
0,85,42791,1,höger
0,79,25180,0,höger
0,35,33403,1,vänster
0,36,57188,1,vänster
0,52,33334,0,höger
0,31,23704,1,vänster
0,89,59352,0,höger
0,18,57247,1,höger
0,79,32537,1,höger
0,43,34922,0,höger
0,43,15675,0,höger
